# ET,Lab,Satellite,Customer ID,ET Date,ET Location (recipient farm),Recipient ID,Recipient ID,Cow/Heifer,Heat,CL Side,CL measure (mm),Protocol,Fresh or Frozen,# Cane if Frozen,Freezing date,ET Tech,ET assistant,BCScore,Embryo Stage 4-8,Embryo Grade,Heat,Heat day,1st PC date,1st PC Result,2nd PC date,2nd PC Result,Fetal Sexing,OPU Date,Donor,Donor Breed,Donor BW EPD,SIRE Name,SIRE BW EPD,Semen type,SIRE Breed,CLIENT ,DIP,DIP
437,DZF,DZF,DZF,12/17/2025,DZF,300,Local crossbred,Cow,,Right,14,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1045-1,,Ruben,Talal,3.75,7,1,,,1/20/2026,Pregnant,,,,,609/9,Grey Brahman,2.3,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,63
438,DZF,DZF,DZF,12/17/2025,DZF,58,Local crossbred,Cow,,Right,13,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1045-1,,Ruben,Talal,3.25,7,1,Yes,7,1/20/2026,Open,,,,,609/9,Grey Brahman,2.3,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,
439,DZF,DZF,DZF,12/17/2025,DZF,250,Local crossbred,Cow,,Right,17,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1045-1,,Ruben,Talal,3,7,1,,,1/20/2026,Pregnant,,,,,609/9,Grey Brahman,2.3,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,63
440,DZF,DZF,DZF,12/17/2025,DZF,270,Local crossbred,Cow,,Right,12,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1045-1,,Ruben,Talal,3.25,7,1,Yes,7,1/20/2026,Open,,,,,609/9,Grey Brahman,2.3,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,
441,DZF,DZF,DZF,12/17/2025,DZF,312,Local crossbred,Cow,,Left,15,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1040-1,,Ruben,Talal,3,7,1,Yes,7,1/20/2026,Open,,,,,765/4,Grey Brahman,,VL Rojo Whiskey 1/48,,Conventional,Red Brahman,,,
442,DZF,DZF,DZF,12/17/2025,DZF,323,Local crossbred,Cow,,Right,13,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1042-1,,Ruben,Talal,3.25,6,1,Yes,7,1/20/2026,Pregnant,,,,,602,Grey Brahman,2.5,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,63
443,DZF,DZF,DZF,12/17/2025,DZF,61,Local crossbred,Cow,,Right,13,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1056-1,,Ruben,Talal,3,7,1,,,1/20/2026,Pregnant,,,,,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,63
444,DZF,DZF,DZF,12/17/2025,DZF,126,Local crossbred,Cow,,Right,14,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1056-1,,Ruben,Talal,3.5,7,1,,,1/20/2026,Open,,,,,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,
445,DZF,DZF,DZF,12/17/2025,DZF,31890,Local crossbred,Cow,,Right,12,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1056-1,,Ruben,Talal,3.5,7,1,Yes,7,1/20/2026,Open,,,,,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,
446,DZF,DZF,DZF,12/17/2025,DZF,281,Local crossbred,Cow,,Right,14,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1056-1,,Ruben,Talal,3.25,7,1,,,1/20/2026,Open,,,,,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,
447,DZF,DZF,DZF,12/17/2025,DZF,237,Local crossbred,Cow,,Left,14,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1056-1,,Ruben,Talal,3.25,7,1,,,1/20/2026,Open,,,,,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,
448,DZF,DZF,DZF,12/17/2025,DZF,31996,Local crossbred,Cow,,Left,14,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1053-1,,Ruben,Talal,3.25,7,1,Yes,7,1/20/2026,Pregnant,,,,,609,Grey Brahman,2.3,MR V8 160/8,6.2,Conventional,Grey Brahman,,,63
449,DZF,DZF,DZF,12/17/2025,DZF,95,Local crossbred,Cow,,Left,12,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1053-1,,Ruben,Talal,3.5,7,1,,,1/20/2026,Open,,,,,609/9,Grey Brahman,2.3,MR V8 160/8,6.2,Conventional,Grey Brahman,,,
450,DZF,DZF,DZF,12/17/2025,DZF,31922,Local crossbred,Cow,,Left,15,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1060-1,,Ruben,Talal,3.5,7,1,Yes,7,1/20/2026,Pregnant,,,,,12691,Fresian,,Genosource Captain-ET,-0.89,Pre-Sorted for Female,Holstein Friesian,,,63
451,DZF,DZF,DZF,12/17/2025,DZF,32826,Local crossbred,Cow,,Left,20,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1060-1,,Ruben,Talal,3.5,7,1,Yes,7,1/20/2026,Pregnant,,,,,12691,Fresian,,Genosource Captain-ET,-0.89,Pre-Sorted for Female,Holstein Friesian,,,63
452,DZF,DZF,DZF,12/17/2025,DZF,31786,Local crossbred,Cow,,Left,13,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1060-1,,Ruben,Talal,3.5,7,1,Yes,7,1/20/2026,Pregnant,,,,,12691,Fresian,,Genosource Captain-ET,-0.89,Pre-Sorted for Female,Holstein Friesian,,,63
453,DZF,DZF,DZF,12/17/2025,DZF,319,Local crossbred,Cow,,Right,12,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1060-1,,Ruben,Talal,3.25,7,1,Yes,7,1/20/2026,Open,,,,,12691,Fresian,,Genosource Captain-ET,-0.89,Pre-Sorted for Female,Holstein Friesian,,,
454,DZF,DZF,DZF,12/17/2025,DZF,287,Local crossbred,Cow,,Right,15,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1060-1,,Ruben,Talal,3.25,7,1,,,1/20/2026,Pregnant,,,,,12691,Fresian,,Genosource Captain-ET,-0.89,Pre-Sorted for Female,Holstein Friesian,,,63
455,DZF,DZF,DZF,12/17/2025,DZF,31591,Local crossbred,Cow,,Left,18,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1044-1,,Ruben,Talal,3.25,7,1,Yes,7,1/20/2026,Open,,,,,612,Fresian,2.2,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,
456,DZF,DZF,DZF,12/17/2025,DZF,32171,Local crossbred,Cow,,Right,14,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1045-1,,Ruben,Talal,3.25,7,1,Yes,7,1/20/2026,Pregnant,,,,,609/9,Grey Brahman,2.3,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,63
457,DZF,DZF,DZF,12/17/2025,DZF,32216,Local crossbred,Cow,,Right,17,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1045-1,,Ruben,Talal,3.25,7,1,,,1/20/2026,Pregnant,,,,,609/9,Grey Brahman,2.3,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,63
458,DZF,DZF,DZF,12/17/2025,DZF,85,Local crossbred,Cow,,Right,15,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1045-1,,Ruben,Talal,3.25,6,1,Yes,7,1/20/2026,Open,,,,,609/9,Grey Brahman,2.3,BRC Dutton 376/8,1.7,Conventional,Grey Brahman,,,
459,DZF,DZF,DZF,12/17/2025,DZF,31828,Local crossbred,Cow,,Left,17,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-1,,Ruben,Talal,3.25,6,1,Yes,7,1/20/2026,Pregnant,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,63
460,DZF,DZF,DZF,12/17/2025,DZF,32062,Local crossbred,Cow,,Left,14,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-1,,Ruben,Talal,3.25,7,1,Yes,7,1/20/2026,Open,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
461,DZF,DZF,DZF,12/17/2025,DZF,174,Local crossbred,Cow,,Right,15,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-1,,Ruben,Talal,3.25,7,1,Yes,7,1/20/2026,Pregnant,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,63
462,DZF,DZF,DZF,12/17/2025,DZF,334,Local crossbred,Cow,,Right,15,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-1,,Ruben,Talal,3.25,7,1,,,1/20/2026,Open,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
463,DZF,DZF,DZF,12/17/2025,DZF,155,Local crossbred,Cow,,Right,18,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-1,,Ruben,Talal,3.25,7,1,Yes,7,1/20/2026,Open,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
464,DZF,DZF,DZF,12/17/2025,DZF,324,Local crossbred,Cow,,Right,12,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-3,,Ruben,Talal,3.25,7,1,Yes,7,1/20/2026,Open,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
465,DZF,DZF,DZF,12/17/2025,DZF,354,Local crossbred,Cow,,Left,14,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-3,,Ruben,Talal,3.25,7,1,Yes,7,1/20/2026,Pregnant,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,63
466,DZF,DZF,DZF,12/17/2025,DZF,301,Local crossbred,Cow,,Right,15,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-3,,Ruben,Talal,3.25,7,1,Yes,7,1/20/2026,Pregnant,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,63
467,DZF,DZF,DZF,12/17/2025,DZF,318,Local crossbred,Cow,,Left,15,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-3,,Ruben,Talal,3.25,7,1,Yes,7,1/20/2026,Open,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
468,DZF,DZF,DZF,12/17/2025,DZF,286,Local crossbred,Cow,,Right,14,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1014-1,,Ruben,Talal,3.25,7,1,Yes,7,1/20/2026,Pregnant,,,,,204,Red Brahman,3.7,MR H AUBURN ROJO 706,1.4,Conventional,Red Brahman,,,63
469,DZF,DZF,DZF,12/17/2025,DZF,342,Local crossbred,Cow,,Right,14,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1055-1,,Ruben,Talal,3.25,6,1,Yes,7,1/20/2026,Pregnant,,,,,602,Grey Brahman,2.5,MR V8 160/8,6.2,Conventional,Grey Brahman,,,63
470,DZF,DZF,DZF,12/17/2025,DZF,371,Local crossbred,Cow,,Right,12,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-3,,Ruben,Talal,3.25,7,1,Yes,7,1/20/2026,Open,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
471,DZF,DZF,DZF,12/17/2025,DZF,350,Local crossbred,Cow,,Right,16,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-2,,Ruben,Talal,3.25,6,1,Yes,7,1/20/2026,Open,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
472,DZF,DZF,DZF,12/17/2025,DZF,356,Local crossbred,Cow,,Left,12.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-2,,Ruben,Talal,3.25,6,1,,,1/20/2026,Open,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
473,DZF,DZF,DZF,12/17/2025,DZF,32291,Local crossbred,Cow,,Right,16.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-2,,Ruben,Talal,3.25,6,1,Yes,7,1/20/2026,Open,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
474,DZF,DZF,DZF,12/17/2025,DZF,32159,Local crossbred,Cow,,Right,14,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-2,,Ruben,Talal,3.25,6,1,,,1/20/2026,Pregnant,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,63
475,DZF,DZF,DZF,12/17/2025,DZF,345,Local crossbred,Cow,,Left,14,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-2,,Ruben,Talal,3.25,6,1,,,1/20/2026,Open,,,,,820/4,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
476,DZF,DZF,DZF,12/17/2025,DZF,32141,Local crossbred,Cow,,Right,12,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1014-1,,Ruben,Talal,3.25,6,1,Yes,7,1/20/2026,Open,,,,,204,Red Brahman,3.7,MR H AUBURN ROJO 706,1.4,Conventional,Red Brahman,,,
477,DZF,DZF,DZF,12/17/2025,DZF,87,Local crossbred,Cow,,Right,12,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1014-1,,Ruben,Talal,3.25,6,1,Yes,7,1/20/2026,Open,,,,,204,Red Brahman,3.7,MR H AUBURN ROJO 706,1.4,Conventional,Red Brahman,,,
478,DZF,DZF,DZF,12/17/2025,DZF,307,Local crossbred,Cow,,Right,15.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1014-1,,Ruben,Talal,3.25,7,1,,,1/20/2026,Pregnant,,,,,204,Red Brahman,3.7,MR H AUBURN ROJO 706,1.4,Conventional,Red Brahman,,,63
479,DZF,DZF,DZF,2/4/2026,DZF,355,Local crossbred,Cow,Yes,Left,15,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-6,,Masroor,Talal,3.25,6,1,Yes,7,,,,,,,246,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
480,DZF,DZF,DZF,2/4/2026,DZF,264,Local crossbred,Cow,Yes,Left,15,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-1,,Masroor,Talal,3.25,7,1,Yes,7,,,,,,,246,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
481,DZF,DZF,DZF,2/4/2026,DZF,289,Local crossbred,Cow,,Right,14.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-1,,Masroor,Talal,3.25,7,1,,,,,,,,,246,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
482,DZF,DZF,DZF,2/4/2026,DZF,143,Local crossbred,Cow,Yes,Right,14,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-1,,Masroor,Talal,3.25,7,1,Yes,7,,,,,,,246,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
483,DZF,DZF,DZF,2/4/2026,DZF,172,Local crossbred,Cow,Yes,Left,12.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-1,,Masroor,Talal,3.25,7,1,Yes,7,,,,,,,246,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
484,DZF,DZF,DZF,2/4/2026,DZF,104,Local crossbred,Cow,,Right,15,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-1,,Masroor,Talal,3.25,7,1,,,,,,,,,246,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
485,DZF,DZF,DZF,2/4/2026,DZF,184,Local crossbred,Cow,Yes,Right,16.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-1,,Masroor,Talal,3.25,6,1,Yes,7,,,,,,,257,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
486,DZF,DZF,DZF,2/4/2026,DZF,189,Local crossbred,Cow,,Right,16.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-1,,Masroor,Talal,3.25,7,1,,,,,,,,,257,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
487,DZF,DZF,DZF,2/4/2026,DZF,348,Local crossbred,Cow,Yes,Right,16.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-1,,Masroor,Talal,3.25,7,1,Yes,7,,,,,,,257,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
488,DZF,DZF,DZF,2/4/2026,DZF,205,Local crossbred,Cow,,Right,15.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-1,,Masroor,Talal,3.25,6,1,,,,,,,,,257,Grey Brahman,,JDH Janos Manso 709,2,Conventional,Grey Brahman,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.966666667,,,,,,
